n,density,max_cycle,nb_sym,nb_sym_transcient,nb_sym_cycle,ratio_sym,ratio_sym_transcient,ratio_sym_cycle,mat,
48,0.286,3,0,0,0,0.517857142857143,0.5226480836236935,0.39999999999999997,"[1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
49,0.429,4,0,0,0,0.4642857142857143,0.4639905548996459,0.4693877551020408,"[0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0]",
50,0.367,2,0,0,0,0.44642857142857156,0.4470046082949309,0.42857142857142855,"[1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0]",
51,0.306,2,0,0,0,0.5178571428571428,0.5172811059907835,0.5357142857142857,"[0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
52,0.265,1,0,0,0,0.4107142857142856,0.4092970521541949,0.5,"[1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
53,0.327,1,0,0,0,0.16071428571428564,0.16085489313835763,0.14285714285714285,"[0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0]",
54,0.286,3,0,0,0,0.4642857142857143,0.4601873536299766,0.5476190476190476,"[1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
55,0.327,2,0,0,0,0.32142857142857134,0.3249999999999999,0.26785714285714285,"[0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
56,0.286,2,0,0,0,0.660714285714285,0.6662561576354674,0.6071428571428571,"[0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0]",
57,0.327,3,0,0,0,0.49999999999999994,0.5023041474654377,0.4285714285714285,"[-1.0; 1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
58,0.286,1,0,0,0,0.23214285714285673,0.2328458942632167,0.14285714285714285,"[0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
59,0.633,3,2,2,0,0.5491071428571428,0.552538370720189,0.48979591836734687,"[1.0; -1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; -1.0]",
60,0.857,3,0,0,0,0.5558035714285714,0.5587557603686635,0.46428571428571425,"[0.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0]",
61,0.531,1,0,0,0,0.4375,0.4355971896955504,0.4761904761904761,"[-1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0]",
62,0.286,2,8,7,1,0.714285714285714,0.7107728337236529,0.7857142857142857,"[0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
63,0.755,1,0,0,0,0.36383928571428586,0.36557930258717675,0.14285714285714285,"[1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0]",
64,0.918,4,0,0,0,0.5334821428571429,0.5304347826086957,0.5604395604395603,"[-1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0]",
65,0.857,2,0,0,0,0.34151785714285704,0.3410138248847924,0.3571428571428571,"[0.0; 1.0; -1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0]",
66,0.429,2,0,0,0,0.48214285714285726,0.4805194805194806,0.5102040816326531,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
67,0.612,2,0,0,0,0.5267857142857144,0.5307781649245064,0.42857142857142855,"[0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0]",
68,0.449,2,0,0,0,0.4017857142857143,0.40046838407494156,0.42857142857142855,"[0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0]",
69,0.755,1,0,0,0,0.6874999999999994,0.6842737094837931,0.73015873015873,"[1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0]",
70,0.265,1,0,0,0,0.2857142857142855,0.28684807256235795,0.21428571428571427,"[0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
71,0.347,1,0,0,0,0.4821428571428576,0.482993197278912,0.42857142857142855,"[0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0]",
72,0.347,1,0,0,0,0.5982142857142854,0.5993031358885014,0.5714285714285714,"[1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
73,0.837,1,0,0,0,0.6026785714285714,0.6043083900226757,0.5,"[1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 0.0; -1.0]",
74,0.531,2,0,0,0,0.642857142857142,0.6381733021077277,0.7380952380952381,"[1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0]",
75,0.898,8,0,0,0,0.5334821428571429,0.5326876513317191,0.5428571428571429,"[0.0; -1.0; 1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0]",
76,1.000,2,0,0,0,0.7812499999999997,0.7797619047619047,0.8035714285714285,"[1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0]",
77,0.327,1,0,0,0,0.30357142857142816,0.3037120359955002,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0]",
78,0.694,1,0,0,0,0.45089285714285693,0.45351473922902474,0.2857142857142857,"[1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0]",
79,0.408,1,0,0,0,0.2767857142857141,0.27664399092970504,0.2857142857142857,"[-1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
80,0.265,2,0,0,0,0.5178571428571428,0.5147579693034239,0.5714285714285714,"[1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0]",
81,0.755,2,2,2,0,0.665178571428571,0.6651428571428567,0.6666666666666666,"[0.0; 1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0]",
82,0.878,2,0,0,0,0.5424107142857143,0.5412311265969802,0.5714285714285714,"[-1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0]",
83,0.327,1,0,0,0,0.3035714285714283,0.3027210884353739,0.3571428571428571,"[-1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0]",
84,0.224,1,0,0,0,0.1428571428571428,0.14173228346456687,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
85,0.735,2,4,4,0,0.6026785714285711,0.6033057851239666,0.5918367346938774,"[1.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0]",
86,0.592,2,0,0,0,0.5669642857142856,0.5714285714285713,0.4761904761904761,"[-1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0]",
87,0.306,1,0,0,0,0.17857142857142846,0.17626728110599071,0.24999999999999997,"[0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0]",
88,0.571,2,0,0,0,0.6249999999999992,0.6285714285714279,0.5714285714285714,"[1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0]",
89,0.939,3,0,0,0,0.5848214285714283,0.5869047619047617,0.5535714285714285,"[-1.0; 1.0; -1.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0]",
90,0.367,2,0,0,0,0.6964285714285702,0.6938775510204068,0.7301587301587302,"[0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
91,0.388,2,0,0,0,0.5089285714285714,0.5097142857142857,0.4761904761904761,"[0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0]",
92,0.286,1,0,0,0,0.375,0.37570303712035996,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0]",
93,0.980,1,0,0,0,0.4553571428571428,0.4580498866213151,0.2857142857142857,"[-1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0]",
94,0.918,2,0,0,0,0.28571428571428553,0.28799999999999976,0.19047619047619047,"[-1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 1.0]",
95,0.449,1,0,0,0,0.4642857142857146,0.4614512471655332,0.6428571428571428,"[0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0]",
